Date,Ticker,Open,High,Low,Close,Volume,RSI
2025-09-22,ADA-USD,0.8852599859237671,0.8874809741973877,0.8060299754142761,0.8257520198822021,2389033730,43.4225059011992
2025-09-22,AVAX-USD,33.048301696777344,33.893272399902344,30.146526336669922,33.729732513427734,2109916174,77.52238211171702
2025-09-22,BNB-USD,1048.671142578125,1050.318359375,978.5733032226562,993.0140380859375,4892903256,70.99388522770622
2025-09-22,BTC-USD,115309.21875,115431.3125,112037.6484375,112748.5078125,70684158591,54.99215148058749
2025-09-22,DOGE-USD,0.2611599862575531,0.26204100251197815,0.2358579933643341,0.24131600558757782,5600811076,50.24205135745461
2025-09-22,DOT-USD,4.271018981933594,4.276430130004883,3.9382009506225586,4.036866188049316,502093098,46.79815914515939
2025-09-22,ETH-USD,4451.58056640625,4457.08251953125,4092.396728515625,4202.87744140625,58221334533,45.25887521707769
2025-09-22,SOL-USD,236.57421875,236.8692626953125,216.9177703857422,220.49644470214844,12102727916,52.13302715494766
2025-09-22,USDT-USD,1.0004509687423706,1.0016709566116333,1.0001499652862549,1.0009779930114746,192241730378,65.77938934443117
2025-09-22,XRP-USD,2.973418951034546,2.975092887878418,2.775836944580078,2.8530099391937256,10061060584,42.44001950247131
2025-09-23,ADA-USD,0.8257669806480408,0.8291509747505188,0.8053309917449951,0.8076189756393433,1108855046,40.93650924188485
2025-09-23,AVAX-USD,33.73202896118164,35.910240173339844,32.825843811035156,33.65406036376953,2623574371,77.110223470702
2025-09-23,BNB-USD,993.0140380859375,1026.24560546875,964.55322265625,1017.0198974609375,4038510425,73.36934273983817
2025-09-23,BTC-USD,112757.4765625,113351.9140625,111535.5703125,112014.5,47211853279,51.87103493186517
2025-09-23,DOGE-USD,0.24131500720977783,0.24340100586414337,0.234702005982399,0.2373879998922348,2979805692,48.76090408099291
2025-09-23,DOT-USD,4.036866188049316,4.058322906494141,3.946686029434204,3.9731099605560303,257229934,44.99953505304779
2025-09-23,ETH-USD,4203.021484375,4227.7314453125,4120.8154296875,4165.50390625,32460075911,43.79689546186768
2025-09-23,SOL-USD,220.50390625,221.3500518798828,212.8028564453125,213.71730041503906,7373425460,47.86792249227417
2025-09-23,USDT-USD,1.001054048538208,1.0015870332717896,0.9998649954795837,1.0001620054244995,129756252249,51.30809281995243
2025-09-23,XRP-USD,2.853024959564209,2.8936240673065186,2.8051230907440186,2.8281569480895996,5443127217,40.8020112298604
2025-09-24,ADA-USD,0.8076210021972656,0.8290830254554749,0.7948960065841675,0.81318598985672,1067044180,38.18687156851025
2025-09-24,AVAX-USD,33.65406036376953,34.7867431640625,32.30336380004883,32.34635925292969,1422529661,62.1108395257848
2025-09-24,BNB-USD,1017.029296875,1034.0548095703125,995.2929077148438,1018.8478393554688,3603925585,72.25988460388925
2025-09-24,BTC-USD,112007.6640625,113986.2734375,111229.640625,113328.6328125,48044595085,47.34934018491608
